drug_id	target_id	action
DB00157	P20839	unknown
DB00157	P40939	unknown
DB00157	P05091	unknown
DB00157	P80365	unknown
DB00157	P52895	unknown
DB00157	Q15738	unknown
DB00157	P48448	unknown
DB00157	Q02252	unknown
DB00157	P30838	unknown
DB00157	P00352	unknown
DB00157	O14556	unknown
DB00157	P49189	unknown
DB00157	P47895	unknown
DB00157	P30837	unknown
DB00157	P43353	unknown
DB00157	P04406	unknown
DB00157	O94788	unknown
DB00157	P51648	unknown
DB00157	P51649	unknown
DB00157	P49419	unknown
DB00157	P30043	unknown
DB00157	Q96C36	unknown
DB00157	P32322	unknown
DB00157	P00367	unknown
DB00157	P11177	unknown
DB00157	P29803	unknown
DB00157	P08559	unknown
DB00157	P53004	unknown
DB00157	P16219	unknown
DB00157	P00374	unknown
DB00157	Q02218	unknown
DB00157	P49448	unknown
DB00157	Q9UBM7	unknown
DB00157	P16083	unknown
DB00157	P03891	other
DB00157	Q9UDR5	unknown
DB00157	P03897	other
DB00157	O75251	unknown
DB00157	P11586	unknown
DB00157	P13995	unknown
DB00157	P30038	unknown
DB00157	P00387	unknown
DB00157	Q86Y39	unknown
DB00157	P03905	unknown
DB00157	P09417	unknown
DB00157	P03886	other
DB00157	Q13423	unknown
DB00157	Q16718	unknown
DB00157	Q16795	unknown
DB00157	P03901	unknown
DB00157	O95299	unknown
DB00157	O95182	unknown
DB00157	O15239	unknown
DB00157	P03923	unknown
DB00157	P03915	unknown
DB00157	O00483	unknown
DB00157	P56556	unknown
DB00157	O14561	unknown
DB00157	O43678	unknown
DB00157	P51970	unknown
DB00157	O95167	unknown
DB00157	O95169	unknown
DB00157	O95298	unknown
DB00157	O75438	unknown
DB00157	P28331	unknown
DB00157	O96000	unknown
DB00157	O95168	unknown
DB00157	O43676	unknown
DB00157	O95178	unknown
DB00157	P17568	unknown
DB00157	Q9Y6M9	unknown
DB00157	O75306	unknown
DB00157	O43674	unknown
DB00157	O43677	unknown
DB00157	O95139	unknown
DB00157	P56181	unknown
DB00157	P09622	unknown
DB00157	O75489	unknown
DB00157	P00390	unknown
DB00157	Q9UI09	unknown
DB00157	O43920	unknown
DB00157	O43181	unknown
DB00157	P49821	unknown
DB00157	P19404	unknown
DB00157	Q9P0J0	unknown
DB00157	Q16878	unknown
DB00157	O75380	unknown
DB00157	Q9NRX3	unknown
DB00157	O00217	unknown
DB00157	Q02928	unknown
DB00157	P10515	unknown
DB00157	P48728	unknown
DB00157	Q15800	unknown
DB00157	P09601	unknown
DB00157	P30519	unknown
DB00157	P05093	unknown
DB00157	P14679	unknown
DB00157	P47989	substrate
DB00157	Q06278	substrate
DB00157	P28332	substrate
DB00157	P14550	substrate
DB00158	P41439	other
DB00158	P14207	other
DB00158	P15328	unknown
DB00158	Q92820	substrate
DB00158	P42898	substrate
DB00158	P00374	substrate
DB00158	Q96J66	substrate
DB00158	O15438	substrate
DB00158	Q4U2R8	inhibitor
DB00158	O15439	inhibitor
DB00158	Q9UNQ0	substrate
DB00158	Q96NT5	substrate
DB00158	Q9H2D1	substrate
DB00159	P35354	inhibitor
DB00159	P23219	inhibitor
DB00159	P37231	ant/agonist
DB00159	Q03181	ant/agonist
DB00159	O60427	ant/agonist
DB00159	O60488	other
DB00159	O14842	ant/agonist
DB00159	P32418	inhibitor
DB00159	Q8NER1	other
DB00159	Q07869	unknown
DB00159	O15540	ant/agonist
DB00159	P02768	unknown
DB00160	P21549	unknown
DB00160	P80404	inhibitor
DB00160	Q16719	unknown
DB00160	Q5JTZ9	unknown
DB00160	Q8IUZ5	unknown
DB00160	Q8TD30	unknown
DB00160	P24298	unknown
DB00160	Q9Y697	unknown
DB00160	Q7Z2H8	unknown
DB00160	Q9UHI5	unknown
DB00160	Q9BYV1	unknown
DB00160	P49588	unknown
DB00160	P43007	unknown
DB00160	Q8TF71	inhibitor
DB00161	P05166	substrate
DB00161	P54687	substrate
DB00161	P26640	substrate
DB00161	Q8TF71	inhibitor
DB00162	Q96NR8	substrate
DB00162	O75911	substrate
DB00162	P47895	substrate
DB00162	Q6NUM9	substrate
DB00162	Q8TC12	substrate
DB00162	Q9BTZ2	substrate
DB00162	Q9HBH5	substrate
DB00162	Q9NYR8	substrate
DB00162	O95237	substrate
DB00162	Q92781	substrate
DB00162	Q8NBN7	substrate
DB00162	O94788	substrate
DB00162	P00352	substrate
DB00162	P05090	other
DB00162	P41222	other
DB00162	O43174	substrate
DB00162	P82980	other
DB00162	Q96R05	other
DB00162	P02753	other
DB00162	P50120	other
DB00162	P02768	other
DB00162	P12271	other
DB00162	P10745	other
DB00162	P09455	other
DB00162	Q9BX79	substrate
DB00163	O75469	unknown
DB00163	P05771	unknown
DB00163	P09917	unknown
DB00163	P17252	unknown
DB00163	P23743	unknown
DB00163	P62714	unknown
DB00163	P67775	unknown
DB00163	Q9UDX3	unknown
DB00163	Q9UDX4	other
DB00163	O76054	other
DB00163	P09210	other
DB00163	P09211	inhibitor
DB00163	P78417	inhibitor
DB00163	P21266	other
DB00163	P48506	other
DB00163	P15559	other
DB00163	P09601	other
DB00163	P00441	other
DB00163	P08684	substrate
DB00163	P49638	unknown
DB00163	P55058	other
DB00163	Q8WTV0	other
DB00163	O95477	other
DB00163	Q9UHC9	unknown
DB00163	P45844	unknown
DB00165	O00764	substrate
DB00165	P04798	inhibitor
DB00165	Q96GD0	substrate
DB00165	P05186	substrate
DB00165	P02768	other
DB00166	Q9Y234	unknown
DB00166	O43766	unknown
DB00166	Q9Y289	unknown
DB00166	P16435	inhibitor
DB00167	Q9NSE4	unknown
DB00167	P45954	unknown
DB00167	P54687	unknown
DB00167	O15382	unknown
DB00167	P41252	unknown
DB00167	Q8TF71	inhibitor
DB00168	Q8NER1	other
DB00168	Q8TE23	ant/agonist
DB00168	Q7RTX0	unknown
DB00168	Q4U2R8	inhibitor
DB00168	Q8TCC7	inhibitor
DB00168	Q9NSA0	inhibitor
DB00169	P11473	ant/agonist
DB00169	Q6VVX0	substrate
DB00169	Q02318	substrate
DB00169	P51589	substrate
DB00169	P08684	substrate
DB00169	P05108	substrate
DB00169	P04798	inhibitor
DB00169	P10632	inhibitor
DB00169	P02774	unknown
DB00170	P38435	other
DB00170	Q9BQB6	other
DB00170	Q8N0U8	other
DB00170	P00734	other
DB00170	P00740	other
DB00170	P04070	other
DB00170	P07225	other
DB00170	P16083	unknown
DB00170	P15559	unknown
DB00170	P02818	ant/agonist
DB00170	P47989	substrate
DB00170	Q06278	inhibitor
DB00170	P42898	substrate
DB00170	P04798	inhibitor
DB00170	P05177	other
DB00170	P11509	inhibitor
DB00171	P42684	inhibitor
DB00171	P08183	unknown
DB00171	P45844	unknown
DB00171	Q92887	unknown
DB00171	O95477	unknown
DB00171	Q9NR19	unknown
DB00171	Q9UM73	unknown
DB00171	Q13564	unknown
DB00171	Q13131	unknown
DB00171	P10398	unknown
DB00171	P37023	unknown
DB00171	P33121	unknown
DB00171	P49902	unknown
DB00171	O43681	unknown
DB00171	O60706	unknown
DB00171	P31749	unknown
DB00171	P25098	unknown
DB00171	O14727	unknown
DB00171	Q9NUB1	unknown
DB00171	P36896	unknown
DB00171	Q04771	unknown
DB00171	O95342	unknown
DB00171	P08243	unknown
DB00171	Q96Q40	unknown
DB00171	P12235	unknown
DB00171	Q09428	unknown
DB00171	P00966	unknown
DB00171	Q9Y4W6	unknown
DB00171	P35626	unknown
DB00171	Q16671	unknown
DB00171	Q07912	unknown
DB00171	P00519	inhibitor
DB00171	Q08828	unknown
DB00171	O95255	unknown
DB00171	O15439	unknown
DB00171	P33527	unknown
DB00171	P13569	other
DB00171	P42336	unknown
DB00171	P68400	unknown
DB00171	P67870	unknown
DB00171	Q96G91	unknown
DB00171	P53041	unknown
DB00171	P55263	substrate
DB00172	O15460	unknown
DB00172	O43272	substrate
DB00172	O43447	unknown
DB00172	O94903	unknown
DB00172	P13674	unknown
DB00172	P23284	other
DB00172	P30405	unknown
DB00172	P45877	unknown
DB00172	P62937	other
DB00172	Q13427	unknown
DB00172	Q32P28	unknown
DB00172	Q4W8W1	unknown
DB00172	Q7L3T8	unknown
DB00172	Q8IVL5	unknown
DB00172	Q8IVL6	unknown
DB00172	Q53H96	unknown
DB00172	Q96EM0	unknown
DB00172	P32322	unknown
DB00172	P07814	unknown
DB00172	Q9UN76	unknown
DB00172	Q99884	unknown
DB00172	Q96C36	unknown
DB00172	Q8TF71	inhibitor
DB00173	P07741	unknown
DB00173	P0AF12	unknown
DB00173	O00763	unknown
DB00173	P24666	unknown
DB00173	Q9BY49	unknown
DB00173	P17802	unknown
DB00173	Q8RLY5	unknown
DB00173	P78362	unknown
DB00173	Q5SL87	unknown
DB00173	Q13126	unknown
DB00173	Q05603	unknown
DB00173	P22309	inhibitor
DB00174	Q15758	unknown
DB00174	Q7L266	substrate
DB00174	Q96I59	unknown
DB00174	P08243	unknown
DB00174	O43776	unknown
DB00174	Q9H2H9	inhibitor
DB00174	Q8TF71	inhibitor
DB00175	P04035	inhibitor
DB00175	Q92769	inhibitor
DB00175	Q9Y6L6	substrate
DB00175	O94956	substrate
DB00175	P08183	substrate
DB00175	P46721	substrate
DB00175	Q4U2R8	inhibitor
DB00175	Q8TCC7	inhibitor
DB00175	Q92887	substrate
DB00175	Q9NSA0	substrate
DB00175	Q9UNQ0	substrate
DB00175	Q9Y694	substrate
DB00175	P53985	substrate
DB00175	O95342	substrate
DB00175	Q9NPD5	substrate
DB00176	P31645	inhibitor
DB00176	Q12809	unknown
DB00176	P10635	inhibitor
DB00176	P05177	inhibitor
DB00176	P04798	inhibitor
DB00176	P08684	inhibitor
DB00176	P11712	inhibitor
DB00176	P33261	inhibitor
DB00176	P20813	inhibitor
DB00176	P08183	inhibitor
DB00176	O95342	substrate
DB00177	P30556	ant/agonist
DB00177	P11712	substrate
DB00177	Q9NPD5	substrate
DB00177	Q9Y6L6	inhibitor
DB00177	Q92887	substrate
DB00178	P12821	inhibitor
DB00178	P46663	unknown
DB00178	P06276	inhibitor
DB00178	P46059	substrate
DB00178	Q16348	substrate
DB00179	P09917	inhibitor
DB00179	P04278	unknown
DB00180	P04150	ant/agonist
DB00180	P08684	substrate
DB00180	P08185	other
DB00181	Q9UBS5	ant/agonist
DB00181	O75899	ant/agonist
DB00182	Q05940	inhibitor
DB00182	Q01959	other
DB00182	Q16568	ant/agonist
DB00182	Q96RJ0	ant/agonist
DB00182	P23975	other
DB00182	P35348	ant/agonist
DB00182	P08588	ant/agonist
DB00182	P14416	other
DB00182	P27338	inhibitor
DB00182	P31645	other
DB00182	P21397	inhibitor
DB00182	Q99870	unknown
DB00182	P10635	substrate
DB00182	P11509	inhibitor
DB00182	O75751	substrate
DB00182	O76082	substrate
DB00183	P32239	ant/agonist
DB00183	P06276	other
DB00184	P43681	ant/agonist
DB00184	P36544	ant/agonist
DB00184	P17787	ant/agonist
DB00184	Q15822	ant/agonist
DB00184	P32297	ant/agonist
DB00184	P30532	ant/agonist
DB00184	Q15825	ant/agonist
DB00184	Q9UGM1	ant/agonist
DB00184	Q9GZZ6	ant/agonist
DB00184	Q05901	ant/agonist
DB00184	P30926	ant/agonist
DB00184	P11511	inhibitor
DB00184	P28329	inhibitor
DB00184	P11509	inhibitor
DB00184	P05181	inhibitor
DB00184	Q16696	substrate
DB00184	P20813	substrate
DB00184	P04798	substrate
DB00184	P05177	substrate
DB00184	P33261	substrate
DB00184	P10632	substrate
DB00184	P11712	substrate
DB00184	P10635	substrate
DB00184	P08684	substrate
DB00184	P21397	inhibitor
DB00184	P27338	inhibitor
DB00184	O15244	inhibitor
DB00184	O15245	inhibitor
DB00184	O75751	inhibitor
DB00184	O76082	inhibitor
DB00184	Q9H015	inhibitor
DB00185	P20309	ant/agonist
DB00185	P11229	ant/agonist
DB00185	P10635	substrate
DB00185	P08684	substrate
DB00185	Q01740	substrate
DB00186	P14867	other
DB00186	P54855	substrate
DB00186	P08684	substrate
DB00187	P08588	ant/agonist
DB00187	P10635	substrate
DB00188	P28074	inhibitor
DB00188	P20618	inhibitor
DB00188	P08684	substrate
DB00188	P33261	inhibitor
DB00188	P10635	substrate
DB00188	P05177	inhibitor
DB00188	P11712	inhibitor
DB00188	P08183	substrate
DB00188	Q9NPD5	inhibitor
DB00189	P14867	other
DB00190	P20711	inhibitor
DB00191	P23975	inhibitor
DB00191	P31645	inhibitor
DB00191	Q01959	inhibitor
DB00191	P21397	ant/agonist
DB00191	P27338	ant/agonist
DB00191	P01303	inhibitor
DB00191	P08684	substrate
DB00192	Q14524	inhibitor
DB00193	P35372	ant/agonist
DB00193	P23975	inhibitor
DB00193	P31645	inhibitor
DB00193	P28335	ant/agonist
DB00193	P41145	ant/agonist
DB00193	P41143	ant/agonist
DB00193	Q693P7	ant/agonist
DB00193	P20309	ant/agonist
DB00193	P11229	ant/agonist
DB00193	P25103	inhibitor
DB00193	Q99250	inhibitor
DB00193	Q8NER1	ant/agonist
DB00193	Q05586	inhibitor
DB00193	P30542	other
DB00193	P08913	other
DB00193	P10635	substrate
DB00193	P08684	substrate
DB00193	P20813	substrate
DB00193	P22309	substrate
DB00194	P04293	inhibitor
DB00194	P09250	other
DB00194	Q9QNF7	other
DB00194	P00813	substrate
DB00195	P08588	ant/agonist
DB00195	P07550	ant/agonist
DB00195	P05177	substrate
DB00195	P10635	substrate
DB00196	P10613	inhibitor
DB00196	P08684	inhibitor
DB00196	P11712	inhibitor
DB00196	P33261	inhibitor
DB00196	P20815	inhibitor
DB00196	P08183	inhibitor
DB00197	P37231	ant/agonist
DB00197	O60488	inhibitor
DB00197	P05121	ant/agonist
DB00197	Q99808	inhibitor
DB00197	P62508	ant/agonist
DB00197	P11474	ant/agonist
DB00197	Q03181	unknown
DB00197	Q07869	unknown
DB00197	P09211	unknown
DB00197	P08684	other
DB00197	P10632	inhibitor
DB00197	P22309	substrate
DB00197	P33261	inhibitor
DB00197	P11511	inhibitor
DB00197	P04798	other
DB00197	P20813	other
DB00197	P11712	inhibitor
DB00197	P20815	inhibitor
DB00197	P24462	inhibitor
DB00197	P35503	substrate
DB00197	P22310	substrate
DB00197	P19224	inhibitor
DB00197	Q9HAW7	substrate
DB00197	Q9HAW9	substrate
DB00197	O60656	substrate
DB00197	Q9HAW8	substrate
DB00197	P16662	substrate
DB00197	P54855	substrate
DB00197	O95342	inhibitor
DB00197	Q9Y6L6	inhibitor
DB00198	P11485	inhibitor
DB00198	Q99519	inhibitor
DB00198	Q9Y3R4	inhibitor
DB00198	P23141	substrate
DB00198	O15439	substrate
DB00198	P46059	substrate
DB00198	Q8TCC7	substrate
DB00199	O43193	ant/agonist
DB00199	Q12809	inhibitor
DB00199	P08684	inhibitor
DB00199	P24462	inhibitor
DB00199	P20815	inhibitor
DB00199	Q9NPD5	inhibitor
DB00199	O95342	inhibitor
DB00199	P08183	inhibitor
DB00199	Q9Y6L6	inhibitor
DB00199	Q92887	substrate
DB00199	P46721	inhibitor
DB00200	Q99707	other
DB00200	P22033	other
DB00200	Q8IVH4	other
DB00200	P20061	other
DB00200	Q9BXJ7	other
DB00200	O60494	other
DB00200	Q9Y4U1	other
DB00200	P20062	substrate
DB00201	P30542	ant/agonist
DB00201	Q07343	inhibitor
DB00201	P29274	ant/agonist
DB00201	P21817	unknown
DB00201	P54750	inhibitor
DB00201	P78527	inhibitor
DB00201	O00329	inhibitor
DB00201	P42336	inhibitor
DB00201	P42338	inhibitor
DB00201	Q14643	inhibitor
DB00201	Q13315	inhibitor
DB00201	P29275	ant/agonist
DB00201	P0DMS8	ant/agonist
DB00201	Q01064	inhibitor
DB00201	P05177	inhibitor
DB00201	P08684	substrate
DB00201	P05181	substrate
DB00201	P10632	substrate
DB00201	P11712	substrate
DB00201	P04798	inhibitor
DB00201	Q16678	substrate
DB00201	P10635	substrate
DB00201	Q9UNQ0	inhibitor
DB00202	Q9GZZ6	ant/agonist
DB00202	Q693P7	ant/agonist
DB00202	P11229	ant/agonist
DB00202	P08172	ant/agonist
DB00202	P20309	ant/agonist
DB00202	P06276	substrate
DB00203	O76074	inhibitor
DB00203	P18545	inhibitor
DB00203	Q13956	inhibitor
DB00203	P08684	substrate
DB00203	P20815	substrate
DB00203	P24462	substrate
DB00203	P11712	inhibitor
DB00203	P33261	inhibitor
DB00203	P10635	substrate
DB00203	P05181	inhibitor
DB00203	O15439	inhibitor
DB00203	O15440	inhibitor
DB00203	Q5T3U5	inhibitor
DB00203	Q9Y6L6	inhibitor
DB00203	P08183	inhibitor
DB00204	Q12809	inhibitor
DB00204	O95069	inhibitor
DB00204	Q14500	inhibitor
DB00204	P08684	substrate
DB00204	O15244	substrate
DB00205	P00374	inhibitor
DB00205	P13922	inhibitor
DB00205	P07686	unknown
DB00205	P10632	inhibitor
DB00205	Q96FL8	inhibitor
DB00205	Q86VL8	inhibitor
DB00206	Q05940	inhibitor
DB00206	P54219	inhibitor
DB00206	O15392	unknown
DB00206	P20815	other
DB00206	P08183	inhibitor
DB00206	O15245	inhibitor
DB00206	O95342	inhibitor
DB00206	Q92887	inhibitor
DB00206	O15244	substrate
DB00206	Q9Y6L6	inhibitor
DB00206	O94956	inhibitor
DB00207	Q9UM07	inhibitor
DB00207	P08684	inhibitor
DB00207	P08183	inhibitor
DB00207	Q92887	inhibitor
DB00208	Q9H244	ant/agonist
DB00208	P33261	inhibitor
DB00208	P10635	inhibitor
DB00208	P05164	substrate
DB00208	P11712	inhibitor
DB00208	P10632	inhibitor
DB00208	P05177	inhibitor
DB00208	P20813	inhibitor
DB00208	P05181	inhibitor
DB00209	P11229	ant/agonist
DB00209	P20309	unknown
DB00209	P10635	inhibitor
DB00210	P10826	ant/agonist
DB00210	P13631	ant/agonist
DB00210	P28702	ant/agonist
DB00210	P48443	ant/agonist
DB00210	P19793	ant/agonist
DB00210	P05412	ant/agonist
DB00210	O60603	ant/agonist
DB00210	P10276	unknown
DB00210	P17174	inhibitor
DB00211	P35348	ant/agonist
DB00211	P35368	ant/agonist
DB00211	P25100	ant/agonist
DB00211	P10635	substrate
DB00211	P46059	unknown
DB00212	P00797	inhibitor
DB00213	P20648	inhibitor
DB00213	O94760	inhibitor
DB00213	P33261	inhibitor
DB00213	P08684	substrate
DB00213	P08183	inhibitor
DB00213	Q9UNQ0	inhibitor
DB00213	Q8TCC7	inhibitor
DB00214	Q13621	inhibitor
DB00214	P55011	inhibitor
DB00214	P10632	substrate
DB00214	P11712	inhibitor
DB00214	P02768	substrate
DB00214	Q9Y6L6	substrate
DB00215	P31645	inhibitor
DB00215	P35367	other
DB00215	P08684	inhibitor
DB00215	P33261	inhibitor
DB00215	P10635	inhibitor
DB00215	P05177	inhibitor
DB00215	P08183	inhibitor
DB00216	P28221	ant/agonist
DB00216	P28222	ant/agonist
DB00216	P30939	ant/agonist
DB00216	P08908	ant/agonist
DB00216	P08684	substrate
DB00216	P10635	substrate
DB00216	P11712	substrate
DB00216	P33261	substrate
DB00216	P11509	other
DB00216	P23219	substrate
DB00216	P08183	substrate
DB00217	P08913	ant/agonist
DB00217	P48048	inhibitor
DB00217	P08588	ant/agonist
DB00218	P43702	inhibitor
DB00218	P43700	inhibitor
DB00218	P11388	inhibitor
DB00218	P05177	inhibitor
DB00219	P11229	ant/agonist
DB00220	O90777	inhibitor
DB00220	P08684	inhibitor
DB00220	P24462	inhibitor
DB00220	P20815	inhibitor
DB00220	P20813	inhibitor
DB00220	P33261	substrate
DB00220	P22309	other
DB00220	P11712	inhibitor
DB00220	P10635	inhibitor
DB00220	P02768	unknown
DB00220	P08183	inhibitor
DB00220	O15245	inhibitor
DB00220	P46721	inhibitor
DB00220	Q9UNQ0	inhibitor
DB00220	Q9Y6L6	inhibitor
DB00220	Q9NPD5	inhibitor
DB00220	O94956	inhibitor
DB00220	O95342	substrate
DB00221	P08588	ant/agonist
DB00221	P07550	ant/agonist
DB00222	Q14654	inhibitor
DB00222	P48048	inhibitor
DB00222	Q09428	other
DB00222	P11712	substrate
DB00222	O95342	substrate
DB00223	P04150	ant/agonist
DB00224	Q72874	inhibitor
DB00224	P08684	inhibitor
DB00224	P24462	inhibitor
DB00224	P20815	inhibitor
DB00224	P10635	inhibitor
DB00224	P22309	inhibitor
DB00224	P08183	inhibitor
DB00224	O15245	inhibitor
DB00224	P33527	inhibitor
DB00224	P46721	inhibitor
DB00224	Q9Y6L6	inhibitor
DB00224	Q92887	substrate
DB00224	O94956	inhibitor
DB00224	O95342	substrate
DB00226	P23975	ant/agonist
DB00227	P04035	inhibitor
DB00227	P20701	other
DB00227	Q92769	other
DB00227	P08684	inhibitor
DB00227	Q15166	substrate
DB00227	P10632	substrate
DB00227	P22309	substrate
DB00227	P35503	substrate
DB00227	P16662	substrate
DB00227	P33261	substrate
DB00227	P02768	substrate
DB00227	P08183	inhibitor
DB00227	P46721	inhibitor
DB00227	Q9Y6L6	inhibitor
DB00227	Q92887	substrate
DB00227	O95342	substrate
DB00227	O94956	unknown
DB00227	Q9NPD5	unknown
DB00228	P14867	other
DB00228	Q09470	inhibitor
DB00228	P98194	inhibitor
DB00228	Q05586	ant/agonist
DB00228	O14983	inhibitor
DB00228	Q06432	inhibitor
DB00228	P23415	other
DB00228	P05181	substrate
DB00228	P02768	other
DB00229	Q8XJ01	other
DB00229	Q4U2R8	inhibitor
DB00229	Q8TCC7	inhibitor
DB00230	P54289	unknown
DB00230	P43005	other
DB00230	Q01650	unknown
DB00231	P14867	other
DB00231	P08684	substrate
DB00231	P20813	substrate
DB00231	P11712	substrate
DB00232	Q13621	inhibitor
DB00232	P00915	inhibitor
DB00232	P00918	inhibitor
DB00232	P22748	inhibitor
DB00233	P35354	inhibitor
DB00233	O15111	inhibitor
DB00233	P09917	inhibitor
DB00233	Q9NZK7	unknown
DB00233	P05164	inhibitor
DB00234	P23975	inhibitor
DB00234	P08684	inhibitor
DB00234	P10635	inhibitor
DB00234	P08183	inhibitor
DB00235	Q14432	inhibitor
DB00237	P14867	other
DB00237	Q9GZZ6	inhibitor
DB00237	P42261	ant/agonist
DB00237	P42262	ant/agonist
DB00237	P42263	ant/agonist
DB00237	P48058	ant/agonist
DB00237	P39086	ant/agonist
DB00237	Q13002	ant/agonist
DB00237	Q13003	ant/agonist
DB00237	Q16099	ant/agonist
DB00237	Q16478	ant/agonist
DB00237	P02768	other
DB00237	P11166	inhibitor
DB00238	Q72547	inhibitor
DB00238	P20813	substrate
DB00238	P08684	substrate
DB00238	P20815	substrate
DB00238	P11712	other
DB00238	P11509	substrate
DB00238	P10635	inhibitor
DB00238	P05177	inhibitor
DB00238	P24462	substrate
DB00238	P02768	unknown
DB00238	O15245	inhibitor
DB00239	P10613	inhibitor
DB00239	Q04782	inhibitor
DB00239	O75469	ant/agonist
DB00239	P08684	other
DB00239	P33261	substrate
DB00240	P04150	ant/agonist
DB00240	P08684	substrate
DB00240	P08185	other
DB00241	P14867	other
DB00241	P47869	other
DB00241	P34903	other
DB00241	P48169	other
DB00241	P31644	other
DB00241	Q16445	other
DB00241	P43681	ant/agonist
DB00241	P36544	ant/agonist
DB00241	P42262	ant/agonist
DB00241	Q13002	ant/agonist
DB00242	P23921	inhibitor
DB00242	P31350	inhibitor
DB00242	Q7LG56	inhibitor
DB00242	P09884	inhibitor
DB00242	Q07864	inhibitor
DB00242	P56282	inhibitor
DB00242	Q9NRF9	inhibitor
DB00242	Q9NR33	inhibitor
DB00242	P00491	other
DB00242	P27707	substrate
DB00242	Q9UNQ0	substrate
DB00242	Q9HAS3	unknown
DB00243	P35498	inhibitor
DB00243	Q14500	inhibitor
DB00243	Q13936	inhibitor
DB00243	P35348	ant/agonist
DB00243	P08588	ant/agonist
DB00243	P08684	inhibitor
DB00243	P10635	inhibitor
DB00243	P02763	other
DB00243	O95342	substrate
DB00243	P08183	inhibitor
DB00243	Q96FL8	inhibitor
DB00243	Q86VL8	inhibitor
DB00244	P35354	inhibitor
DB00244	P23219	inhibitor
DB00244	P09917	inhibitor
DB00244	P37231	ant/agonist
DB00244	O15111	inhibitor
DB00244	O14920	inhibitor
DB00244	P05164	unknown
DB00244	P9WJI5	unknown
DB00244	P18440	substrate
DB00245	P11229	ant/agonist
DB00245	Q01959	inhibitor
DB00245	P35367	ant/agonist
DB00245	P31645	inhibitor
DB00245	P23975	inhibitor
DB00245	P02768	other
DB00246	P14416	ant/agonist
DB00246	P21728	ant/agonist
DB00246	P21918	ant/agonist
DB00246	P28223	ant/agonist
DB00246	P35462	ant/agonist
DB00246	P21917	ant/agonist
DB00246	P08908	ant/agonist
DB00246	P28222	ant/agonist
DB00246	P28221	ant/agonist
DB00246	P28566	ant/agonist
DB00246	P28335	ant/agonist
DB00246	P50406	ant/agonist
DB00246	P34969	ant/agonist
DB00246	P35367	ant/agonist
DB00246	P35348	ant/agonist
DB00246	P35368	ant/agonist
DB00246	P08913	ant/agonist
DB00246	P18089	ant/agonist
DB00246	P18825	ant/agonist
DB00246	P11229	ant/agonist
DB00246	P08172	ant/agonist
DB00246	P20309	ant/agonist
DB00246	P08173	ant/agonist
DB00246	P08912	ant/agonist
DB00246	P46098	ant/agonist
DB00246	P47898	ant/agonist
DB00246	P08684	substrate
DB00246	Q06278	substrate
DB00246	P02768	unknown
